_id,date,site,parameter,index_value,description,health_advisory,health_effects
79396,6/10/2024,Harrison Township,OZONE,23,Good,,
79397,6/10/2024,South Fayette,OZONE,24,Good,,
79398,6/10/2024,Pittsburgh,PM10_640,10,Good,,
79399,6/10/2024,Lawrenceville 2,SO2,1,Good,,
79400,6/10/2024,Pittsburgh,NO2_500,8,Good,,
79401,6/10/2024,Liberty,PM10_640,9,Good,,
79402,6/10/2024,North Braddock,PM10_640,10,Good,,
79403,6/10/2024,Lawrenceville 2,CO,2,Good,,
79404,6/10/2024,Harrison Township,NO2,6,Good,,
79405,6/10/2024,Lawrenceville,OZONE,24,Good,,
79406,6/10/2024,North Braddock,SO2,0,Good,,
79407,6/10/2024,Glassport High Street,PM10,7,Good,,
79408,6/10/2024,Liberty,SO2,4,Good,,
79409,6/10/2024,Avalon,PM25_640,22,Good,,
79410,6/10/2024,North Braddock,PM25_640,23,Good,,
79411,6/10/2024,Liberty,PM25_640,24,Good,,
79412,6/10/2024,Clairton,PM25_640,22,Good,,
79413,6/10/2024,Pittsburgh,PM25_640,22,Good,,
79414,6/11/2024,North Braddock,CO,1,Good,,
79415,6/11/2024,Parkway East,CO,6,Good,,
79416,6/11/2024,Harrison Township,OZONE,41,Good,,
79417,6/11/2024,South Fayette,OZONE,41,Good,,
79418,6/11/2024,Pittsburgh,PM10_640,13,Good,,
79419,6/11/2024,Lawrenceville 2,SO2,2,Good,,
79420,6/11/2024,Lawrenceville,OZONE,41,Good,,
79421,6/11/2024,Glassport High Street,PM10,10,Good,,
79422,6/11/2024,Liberty,SO2,1,Good,,
79423,6/11/2024,Pittsburgh,NO2_500,9,Good,,
79424,6/11/2024,Liberty,PM10_640,12,Good,,
79425,6/11/2024,North Braddock,PM10_640,12,Good,,
79426,6/11/2024,Lawrenceville 2,CO,2,Good,,
79427,6/11/2024,Harrison Township,NO2,6,Good,,
79428,6/11/2024,Parkway East,NO2,17,Good,,
79429,6/11/2024,North Braddock,SO2,0,Good,,
79430,6/11/2024,Avalon,PM25_640,37,Good,,
79431,6/11/2024,North Braddock,PM25_640,37,Good,,
79432,6/11/2024,Parkway East,PM25_640,38,Good,,
79433,6/11/2024,Liberty,PM25_640,38,Good,,
79434,6/11/2024,Clairton,PM25_640,34,Good,,
79435,6/11/2024,Pittsburgh,PM25_640,38,Good,,
79436,6/12/2024,North Braddock,CO,21,Good,,
79437,6/12/2024,Parkway East,CO,14,Good,,
79438,6/12/2024,Pittsburgh,NO2_500,14,Good,,
79439,6/12/2024,Harrison Township,OZONE,58,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
79440,6/12/2024,South Fayette,OZONE,71,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
79441,6/12/2024,Lawrenceville 2,SO2,3,Good,,
79442,6/12/2024,Lawrenceville,OZONE,50,Good,,
79443,6/12/2024,Glassport High Street,PM10,22,Good,,
79444,6/12/2024,Liberty,SO2,31,Good,,
79445,6/12/2024,Lawrenceville 2,CO,3,Good,,
79446,6/12/2024,Harrison Township,NO2,8,Good,,
79447,6/12/2024,Parkway East,NO2,16,Good,,
79448,6/12/2024,Pittsburgh,PM10_640,18,Good,,
79449,6/12/2024,North Braddock,SO2,10,Good,,
79450,6/12/2024,Liberty,PM10_640,21,Good,,
79451,6/12/2024,North Braddock,PM10_640,22,Good,,
79452,6/12/2024,North Braddock,PM25_640,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79453,6/12/2024,Avalon,PM25_640,37,Good,,
79454,6/12/2024,Liberty,PM25_640,55,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79455,6/12/2024,Parkway East,PM25_640,44,Good,,
79456,6/12/2024,Pittsburgh,PM25_640,41,Good,,
79457,6/12/2024,Clairton,PM25_640,38,Good,,
79458,6/13/2024,Harrison Township,NO2,14,Good,,
79459,6/13/2024,Pittsburgh,PM10_640,20,Good,,
79460,6/13/2024,Parkway East,CO,13,Good,,
79461,6/13/2024,Parkway East,NO2,20,Good,,
79462,6/13/2024,Pittsburgh,NO2_500,18,Good,,
79463,6/13/2024,Harrison Township,OZONE,90,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
79464,6/13/2024,Lawrenceville,OZONE,46,Good,,
79465,6/13/2024,Lawrenceville 2,SO2,5,Good,,
79466,6/13/2024,North Braddock,SO2,16,Good,,
79467,6/13/2024,North Braddock,CO,15,Good,,
79468,6/13/2024,South Fayette,OZONE,84,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
79469,6/13/2024,Glassport High Street,PM10,33,Good,,
79470,6/13/2024,North Braddock,PM10_640,29,Good,,
79471,6/13/2024,Liberty,SO2,49,Good,,
79472,6/13/2024,Lawrenceville 2,CO,5,Good,,
79473,6/13/2024,Liberty,PM10_640,30,Good,,
79474,6/13/2024,Avalon,PM25_640,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79475,6/13/2024,Liberty,PM25_640,63,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79476,6/13/2024,North Braddock,PM25_640,55,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79477,6/13/2024,Parkway East,PM25_640,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79478,6/13/2024,Pittsburgh,PM25_640,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79479,6/13/2024,Clairton,PM25_640,43,Good,,
79480,6/14/2024,Lawrenceville 2,CO,2,Good,,
79481,6/14/2024,Lawrenceville,OZONE,50,Good,,
79482,6/14/2024,Liberty,PM10_640,28,Good,,
79483,6/14/2024,North Braddock,CO,20,Good,,
79484,6/14/2024,Parkway East,CO,14,Good,,
79485,6/14/2024,Harrison Township,OZONE,48,Good,,
79486,6/14/2024,South Fayette,OZONE,54,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
79487,6/14/2024,Glassport High Street,PM10,31,Good,,
79488,6/14/2024,North Braddock,PM10_640,35,Good,,
79489,6/14/2024,Liberty,SO2,37,Good,,
79490,6/14/2024,Harrison Township,NO2,13,Good,,
79491,6/14/2024,Parkway East,NO2,16,Good,,
79492,6/14/2024,Pittsburgh,NO2_500,17,Good,,
79493,6/14/2024,North Braddock,SO2,6,Good,,
79494,6/14/2024,Pittsburgh,PM10_640,22,Good,,
79495,6/14/2024,Lawrenceville 2,SO2,4,Good,,
79496,6/14/2024,North Braddock,PM25_640,59,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79497,6/14/2024,Parkway East,PM25_640,54,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79498,6/14/2024,Avalon,PM25_640,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79499,6/14/2024,Liberty,PM25_640,57,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79500,6/14/2024,Pittsburgh,PM25_640,53,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79501,6/14/2024,Clairton,PM25_640,45,Good,,
79502,6/15/2024,Pittsburgh,PM10_640,19,Good,,
79503,6/15/2024,Lawrenceville 2,SO2,1,Good,,
79504,6/15/2024,North Braddock,CO,8,Good,,
79505,6/15/2024,Parkway East,CO,10,Good,,
79506,6/15/2024,Harrison Township,OZONE,35,Good,,
79507,6/15/2024,South Fayette,OZONE,41,Good,,
79508,6/15/2024,Glassport High Street,PM10,18,Good,,
79509,6/15/2024,Liberty,SO2,29,Good,,
79510,6/15/2024,Harrison Township,NO2,13,Good,,
79511,6/15/2024,Parkway East,NO2,15,Good,,
79512,6/15/2024,Pittsburgh,NO2_500,10,Good,,
79513,6/15/2024,North Braddock,SO2,0,Good,,
79514,6/15/2024,Lawrenceville 2,CO,2,Good,,
79515,6/15/2024,Lawrenceville,OZONE,38,Good,,
79516,6/15/2024,Liberty,PM10_640,22,Good,,
79517,6/15/2024,North Braddock,PM10_640,30,Good,,
79518,6/15/2024,Liberty,PM25_640,39,Good,,
79519,6/15/2024,Avalon,PM25_640,25,Good,,
79520,6/15/2024,North Braddock,PM25_640,29,Good,,
79521,6/15/2024,Parkway East,PM25_640,27,Good,,
79522,6/15/2024,Clairton,PM25_640,29,Good,,
79523,6/15/2024,Pittsburgh,PM25_640,29,Good,,
79524,6/16/2024,Lawrenceville 2,CO,3,Good,,
79525,6/16/2024,Liberty,PM10_640,22,Good,,
79526,6/16/2024,North Braddock,PM10_640,19,Good,,
79527,6/16/2024,Harrison Township,NO2,7,Good,,
79528,6/16/2024,Parkway East,NO2,10,Good,,
79529,6/16/2024,Pittsburgh,NO2_500,15,Good,,
79530,6/16/2024,South Fayette,OZONE,54,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
79531,6/16/2024,North Braddock,SO2,7,Good,,
79532,6/16/2024,North Braddock,CO,16,Good,,
79533,6/16/2024,Parkway East,CO,10,Good,,
79534,6/16/2024,Harrison Township,OZONE,49,Good,,
79535,6/16/2024,Lawrenceville,OZONE,50,Good,,
79536,6/16/2024,Glassport High Street,PM10,18,Good,,
79537,6/16/2024,Liberty,SO2,9,Good,,
79538,6/16/2024,Pittsburgh,PM10_640,15,Good,,
79539,6/16/2024,Lawrenceville 2,SO2,5,Good,,
79540,6/16/2024,Avalon,PM25_640,48,Good,,
79541,6/16/2024,Liberty,PM25_640,61,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79542,6/16/2024,Parkway East,PM25_640,47,Good,,
79543,6/16/2024,North Braddock,PM25_640,53,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79544,6/16/2024,Clairton,PM25_640,54,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79545,6/16/2024,Pittsburgh,PM25_640,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79546,6/17/2024,South Fayette,OZONE,50,Good,,
79547,6/17/2024,North Braddock,PM10_640,31,Good,,
79548,6/17/2024,Pittsburgh,PM10_640,24,Good,,
79549,6/17/2024,Pittsburgh,NO2_500,16,Good,,
79550,6/17/2024,Liberty,PM10_640,24,Good,,
79551,6/17/2024,Lawrenceville 2,SO2,5,Good,,
79552,6/17/2024,Lawrenceville 2,CO,3,Good,,
79553,6/17/2024,North Braddock,CO,12,Good,,
79554,6/17/2024,Parkway East,CO,8,Good,,
79555,6/17/2024,Parkway East,NO2,17,Good,,
79556,6/17/2024,Harrison Township,OZONE,61,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
79557,6/17/2024,Lawrenceville,OZONE,48,Good,,
79558,6/17/2024,Glassport High Street,PM10,20,Good,,
79559,6/17/2024,North Braddock,SO2,6,Good,,
79560,6/17/2024,Harrison Township,NO2,7,Good,,
79561,6/17/2024,Liberty,SO2,23,Good,,
79562,6/17/2024,Liberty,PM25_640,62,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79563,6/17/2024,North Braddock,PM25_640,63,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79564,6/17/2024,Avalon,PM25_640,57,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79565,6/17/2024,Pittsburgh,PM25_640,60,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79566,6/17/2024,Clairton,PM25_640,56,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79567,6/18/2024,Glassport High Street,PM10,25,Good,,
79568,6/18/2024,Liberty,SO2,9,Good,,
79569,6/18/2024,Lawrenceville 2,CO,6,Good,,
79570,6/18/2024,Harrison Township,NO2,7,Good,,
79571,6/18/2024,Parkway East,NO2,24,Good,,
79572,6/18/2024,Harrison Township,OZONE,46,Good,,
79573,6/18/2024,Lawrenceville,OZONE,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
79574,6/18/2024,North Braddock,SO2,9,Good,,
79575,6/18/2024,North Braddock,CO,9,Good,,
79576,6/18/2024,Parkway East,CO,7,Good,,
79577,6/18/2024,South Fayette,OZONE,47,Good,,
79578,6/18/2024,North Braddock,PM10_640,31,Good,,
79579,6/18/2024,Pittsburgh,PM10_640,24,Good,,
79580,6/18/2024,Lawrenceville 2,SO2,5,Good,,
79581,6/18/2024,Pittsburgh,NO2_500,16,Good,,
79582,6/18/2024,Liberty,PM10_640,23,Good,,
79583,6/18/2024,Clairton,PM25_640,56,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79584,6/18/2024,North Braddock,PM25_640,62,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79585,6/18/2024,Parkway East,PM25_640,58,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79586,6/18/2024,Liberty,PM25_640,60,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79587,6/18/2024,Pittsburgh,PM25_640,61,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79588,6/18/2024,Avalon,PM25_640,57,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79589,6/19/2024,North Braddock,CO,6,Good,,
79590,6/19/2024,Parkway East,CO,6,Good,,
79591,6/19/2024,Harrison Township,OZONE,71,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
79592,6/19/2024,South Fayette,OZONE,47,Good,,
79593,6/19/2024,Pittsburgh,PM10_640,27,Good,,
79594,6/19/2024,Lawrenceville 2,SO2,2,Good,,
79595,6/19/2024,Glassport High Street,PM10,26,Good,,
79596,6/19/2024,Liberty,SO2,9,Good,,
79597,6/19/2024,Lawrenceville 2,CO,4,Good,,
79598,6/19/2024,Harrison Township,NO2,14,Good,,
79599,6/19/2024,Parkway East,NO2,12,Good,,
79600,6/19/2024,Lawrenceville,OZONE,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
79601,6/19/2024,North Braddock,SO2,7,Good,,
79602,6/19/2024,Pittsburgh,NO2_500,17,Good,,
79603,6/19/2024,Liberty,PM10_640,25,Good,,
79604,6/19/2024,North Braddock,PM10_640,30,Good,,
79605,6/19/2024,Avalon,PM25_640,64,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79606,6/19/2024,Liberty,PM25_640,67,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79607,6/19/2024,North Braddock,PM25_640,69,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79608,6/19/2024,Parkway East,PM25_640,62,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79609,6/19/2024,Pittsburgh,PM25_640,69,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79610,6/19/2024,Clairton,PM25_640,64,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79611,6/20/2024,North Braddock,CO,12,Good,,
79612,6/20/2024,Parkway East,CO,10,Good,,
79613,6/20/2024,Harrison Township,OZONE,87,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
79614,6/20/2024,South Fayette,OZONE,50,Good,,
79615,6/20/2024,Pittsburgh,PM10_640,34,Good,,
79616,6/20/2024,Lawrenceville 2,SO2,3,Good,,
79617,6/20/2024,Pittsburgh,NO2_500,14,Good,,
79618,6/20/2024,Liberty,PM10_640,31,Good,,
79619,6/20/2024,North Braddock,PM10_640,34,Good,,
79620,6/20/2024,Lawrenceville 2,CO,4,Good,,
79621,6/20/2024,Harrison Township,NO2,9,Good,,
79622,6/20/2024,Parkway East,NO2,19,Good,,
79623,6/20/2024,Lawrenceville,OZONE,90,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
79624,6/20/2024,North Braddock,SO2,20,Good,,
79625,6/20/2024,Glassport High Street,PM10,31,Good,,
79626,6/20/2024,Liberty,SO2,34,Good,,
79627,6/20/2024,Avalon,PM25_640,75,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79628,6/20/2024,North Braddock,PM25_640,75,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79629,6/20/2024,Parkway East,PM25_640,68,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79630,6/20/2024,Liberty,PM25_640,74,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79631,6/20/2024,Clairton,PM25_640,65,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79632,6/20/2024,Pittsburgh,PM25_640,79,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79633,6/21/2024,North Braddock,CO,30,Good,,
79634,6/21/2024,Parkway East,CO,27,Good,,
79635,6/21/2024,Parkway East,NO2,26,Good,,
79636,6/21/2024,Pittsburgh,NO2_500,20,Good,,
79637,6/21/2024,Harrison Township,OZONE,49,Good,,
79638,6/21/2024,Lawrenceville 2,SO2,6,Good,,
79639,6/21/2024,North Braddock,SO2,6,Good,,
79640,6/21/2024,South Fayette,OZONE,93,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
79641,6/21/2024,Liberty,PM10_640,36,Good,,
79642,6/21/2024,North Braddock,PM10_640,44,Good,,
79643,6/21/2024,Liberty,SO2,33,Good,,
79644,6/21/2024,Lawrenceville,OZONE,50,Good,,
79645,6/21/2024,Glassport High Street,PM10,36,Good,,
79646,6/21/2024,Lawrenceville 2,CO,4,Good,,
79647,6/21/2024,Harrison Township,NO2,16,Good,,
79648,6/21/2024,Pittsburgh,PM10_640,36,Good,,
79649,6/21/2024,North Braddock,PM25_640,73,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79650,6/21/2024,Parkway East,PM25_640,71,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79651,6/21/2024,Avalon,PM25_640,65,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79652,6/21/2024,Liberty,PM25_640,75,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79653,6/21/2024,Clairton,PM25_640,64,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79654,6/22/2024,Harrison Township,NO2,11,Good,,
79655,6/22/2024,Parkway East,NO2,21,Good,,
79656,6/22/2024,Harrison Township,OZONE,100,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
79657,6/22/2024,Lawrenceville,OZONE,50,Good,,
79658,6/22/2024,North Braddock,SO2,9,Good,,
79659,6/22/2024,Lawrenceville 2,CO,3,Good,,
79660,6/22/2024,Liberty,PM10_640,35,Good,,
79661,6/22/2024,Lawrenceville 2,SO2,5,Good,,
79662,6/22/2024,North Braddock,CO,17,Good,,
79663,6/22/2024,Parkway East,CO,19,Good,,
79664,6/22/2024,South Fayette,OZONE,90,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
79665,6/22/2024,Glassport High Street,PM10,35,Good,,
79666,6/22/2024,North Braddock,PM10_640,33,Good,,
79667,6/22/2024,Liberty,SO2,26,Good,,
79668,6/22/2024,Liberty,PM25_640,84,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79669,6/22/2024,Clairton,PM25_640,71,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79670,6/22/2024,North Braddock,PM25_640,77,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79671,6/22/2024,Parkway East,PM25_640,70,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79672,6/22/2024,Avalon,PM25_640,66,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79673,6/23/2024,Lawrenceville 2,CO,2,Good,,
79674,6/23/2024,Lawrenceville,OZONE,38,Good,,
79675,6/23/2024,Liberty,PM10_640,36,Good,,
79676,6/23/2024,North Braddock,PM10_640,34,Good,,
79677,6/23/2024,Lawrenceville 2,SO2,5,Good,,
79678,6/23/2024,North Braddock,CO,16,Good,,
79679,6/23/2024,Parkway East,CO,4,Good,,
79680,6/23/2024,Harrison Township,OZONE,40,Good,,
79681,6/23/2024,South Fayette,OZONE,38,Good,,
79682,6/23/2024,Glassport High Street,PM10,34,Good,,
79683,6/23/2024,Liberty,SO2,26,Good,,
79684,6/23/2024,Harrison Township,NO2,9,Good,,
79685,6/23/2024,Parkway East,NO2,5,Good,,
79686,6/23/2024,North Braddock,SO2,3,Good,,
79687,6/23/2024,Clairton,PM25_640,59,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79688,6/23/2024,North Braddock,PM25_640,63,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79689,6/23/2024,Parkway East,PM25_640,56,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79690,6/23/2024,Avalon,PM25_640,58,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79691,6/23/2024,Liberty,PM25_640,63,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
79692,6/24/2024,Lawrenceville 2,CO,2,Good,,
79693,6/24/2024,Liberty,PM10_640,23,Good,,
79694,6/24/2024,North Braddock,PM10_640,24,Good,,
